0.000000 , 2444.000000
4.000000 , 842.000000
8.000000 , 560.000000
12.000000 , 358.000000
16.000000 , 307.000000
20.000000 , 714.000000
24.000000 , 826.000000
28.000000 , 635.000000
32.000000 , 351.000000
36.000000 , 297.000000
40.000000 , 290.000000
44.000000 , 241.000000
48.000000 , 201.000000
52.000000 , 214.000000
56.000000 , 197.000000
60.000000 , 138.000000
64.000000 , 218.000000
68.000000 , 147.000000
72.000000 , 116.000000
76.000000 , 171.000000
80.000000 , 148.000000
84.000000 , 179.000000
88.000000 , 164.000000
92.000000 , 172.000000
96.000000 , 242.000000
100.000000 , 295.000000
104.000000 , 326.000000
108.000000 , 319.000000
112.000000 , 361.000000
116.000000 , 577.000000
120.000000 , 482.000000
124.000000 , 636.000000
128.000000 , 1320.000000
132.000000 , 2131.000000
136.000000 , 6794.000000
140.000000 , 13486.000000
144.000000 , 8989.000000
148.000000 , 10730.000000
152.000000 , 11864.000000
156.000000 , 10958.000000
160.000000 , 8948.000000
164.000000 , 12526.000000
168.000000 , 12260.000000
172.000000 , 18159.000000
176.000000 , 12694.000000
180.000000 , 29410.000000
184.000000 , 26456.000000
188.000000 , 33592.000000
192.000000 , 25930.000000
196.000000 , 19481.000000
200.000000 , 12035.000000
204.000000 , 13531.000000
208.000000 , 2704.000000
212.000000 , 8.000000
216.000000 , 7.000000
220.000000 , 5.000000
224.000000 , 5.000000
228.000000 , 2.000000
232.000000 , 3.000000
236.000000 , 4.000000
